Store_Key,Store_Name,Channel,Store_Grade,Region_Key,Sub_Channel,Payment_Term,Latitude,Longitude
2231,Grocery Nguyen Greer and Brown,Modern Trade,Class A,35,Supermarket,Credit 15 Days,30.951445,32.247922
2232,Grocery Alvarado-Garcia,Modern Trade,Class C,4,Kiosk,Cash,27.058662,32.403299
2233,Hypermarket Williams Holland and Williams,Traditional Trade,Class A,11,Mini Market,Credit 15 Days,28.042625,29.786651
2234,Supermarket White-Cook,Modern Trade,Class A,4,Cafeteria,Credit 15 Days,29.554596,30.778141
2235,Supermarket Chaney Russell and Archer,HORECA,Class C,5,Kiosk,Cash,29.864333,29.27843
2236,Market Evans Group,HORECA,Class A,1,Restaurant,Credit 15 Days,31.432608,32.510174
2237,Market Blankenship Chang and Wilson,Traditional Trade,Class A,21,Restaurant,Credit 15 Days,29.180917,29.4266
2238,Hypermarket Brown-Williams,Traditional Trade,Class A,4,Supermarket,Cash,29.163293,32.45282
2239,Grocery Reynolds-Adkins,Modern Trade,Class C,12,Supermarket,Cash,27.081336,29.825884
2240,Market Bradley Murray and Davis,HORECA,Class B,2,Kiosk,Credit 30 Days,28.702464,32.363172
2241,Supermarket Mckee PLC,Traditional Trade,Class C,35,Supermarket,Credit 15 Days,31.485212,32.204419
2242,Hypermarket Thomas Olson and Johnson,HORECA,Class B,18,Wholesale,Cash,30.300494,29.890007
2243,Market Pittman Bentley and Smith,Modern Trade,Class A,13,Supermarket,Credit 15 Days,29.067247,31.255829
2244,Grocery Ramirez Inc,HORECA,Class A,32,Restaurant,Credit 15 Days,30.527054,30.079984
2245,Hypermarket Morrison Middleton and Harris,Traditional Trade,Class A,11,Wholesale,Credit 30 Days,30.205161,31.44183
2246,Supermarket Carpenter Alvarez and Elliott,HORECA,Class B,27,Wholesale,Cash,28.013187,32.4422
2247,Market Ayala-Ingram,Traditional Trade,Class A,32,Cafeteria,Credit 30 Days,27.218107,30.546619
2248,Supermarket Johnson and Sons,Traditional Trade,Class A,6,Restaurant,Credit 15 Days,29.052013,30.830229
2249,Hypermarket Salas LLC,HORECA,Class C,33,Cafeteria,Cash,30.78361,32.688958
2250,Market Benson Group,HORECA,Class A,2,Mini Market,Credit 30 Days,29.666017,30.063326
2251,Market Mays-Ortiz,HORECA,Class C,14,Restaurant,Cash,30.863187,30.390801
2252,Hypermarket Caldwell Graham and Erickson,Traditional Trade,Class C,4,Supermarket,Credit 15 Days,28.997004,30.266108
2253,Supermarket Rasmussen-Gonzales,Modern Trade,Class B,19,Supermarket,Credit 30 Days,31.171966,31.552367
2254,Hypermarket Pena Group,HORECA,Class B,21,Kiosk,Credit 30 Days,27.824703,30.220404
2255,Supermarket Miller Evans and Lester,Modern Trade,Class A,17,Mini Market,Credit 15 Days,29.322766,31.472044
2256,Market Pennington Ltd,Modern Trade,Class C,33,Wholesale,Credit 15 Days,30.477087,32.571223
2257,Supermarket Rogers-Holt,HORECA,Class C,35,Cafeteria,Credit 30 Days,30.574189,32.017367
2258,Supermarket Simmons-Kelly,Modern Trade,Class B,21,Mini Market,Credit 15 Days,28.819398,31.553223
2259,Grocery Johnson LLC,Modern Trade,Class B,34,Kiosk,Credit 15 Days,30.592966,30.556654
2260,Market Martin PLC,Modern Trade,Class A,9,Wholesale,Credit 30 Days,29.763234,31.045709
2261,Grocery Krueger-Sanchez,Traditional Trade,Class B,4,Cafeteria,Cash,27.353193,32.353905
2262,Market Williamson Sanders and Mason,HORECA,Class A,14,Mini Market,Cash,27.000808,31.194616
2263,Market Franklin LLC,Traditional Trade,Class C,12,Kiosk,Cash,27.935188,31.083053
2264,Market Lopez Hammond and Oliver,Traditional Trade,Class B,24,Supermarket,Credit 15 Days,31.400755,31.166046
2265,Market Morris Lee and Johns,Traditional Trade,Class C,4,Supermarket,Cash,30.478949,31.26813
2266,Supermarket Michael-Baker,HORECA,Class A,32,Kiosk,Credit 15 Days,27.044505,31.813302
2267,Grocery Andrews Group,HORECA,Class A,22,Supermarket,Credit 15 Days,31.279846,29.688594
2268,Market Saunders Ltd,Traditional Trade,Class B,27,Mini Market,Credit 30 Days,29.435931,30.787762
2269,Market Arroyo Barrera and Schmidt,HORECA,Class A,17,Mini Market,Cash,27.035863,32.150599
2270,Grocery White-Morris,Modern Trade,Class B,23,Wholesale,Credit 30 Days,27.248664,29.847317
2271,Grocery Martinez LLC,Traditional Trade,Class A,14,Kiosk,Cash,28.029287,29.647082
2272,Market Warren-Richard,Traditional Trade,Class B,13,Mini Market,Credit 15 Days,27.261413,30.686795
2273,Market Dyer Group,Modern Trade,Class B,32,Restaurant,Credit 30 Days,29.954196,30.849125
2274,Hypermarket Campbell-Jordan,Traditional Trade,Class C,9,Wholesale,Cash,27.062905,32.32796
2275,Hypermarket Sandoval Dean and Holmes,Traditional Trade,Class B,25,Restaurant,Cash,29.622109,30.889467
2276,Hypermarket Mueller-Quinn,Traditional Trade,Class A,1,Kiosk,Cash,28.087792,29.837041
2277,Supermarket Moreno LLC,HORECA,Class B,6,Kiosk,Cash,30.589594,29.478859
2278,Grocery Wood Ltd,Traditional Trade,Class B,3,Cafeteria,Credit 15 Days,29.32774,31.957643
2279,Hypermarket Lawrence-Moore,Traditional Trade,Class C,19,Wholesale,Cash,29.307761,32.465698
2280,Supermarket Morris-Stevens,Modern Trade,Class C,14,Mini Market,Cash,28.361039,31.365309
2281,Hypermarket Hanna and Sons,Modern Trade,Class C,17,Kiosk,Credit 30 Days,30.028116,29.840155
2282,Market Taylor Ltd,Modern Trade,Class C,24,Wholesale,Cash,30.928477,31.225105
2283,Market Brennan Rose and Fleming,HORECA,Class B,23,Mini Market,Cash,27.068492,30.226566
2284,Grocery Chan PLC,Traditional Trade,Class B,29,Restaurant,Credit 30 Days,27.830844,30.85134
2285,Supermarket Wilson Johnson and Moore,Traditional Trade,Class B,16,Kiosk,Credit 15 Days,30.390895,31.525752
2286,Grocery Lopez-Martinez,Traditional Trade,Class B,3,Wholesale,Credit 15 Days,27.04781,31.901202
2287,Hypermarket Harrison-Campos,Modern Trade,Class B,34,Mini Market,Credit 30 Days,30.224927,31.693833
2288,Grocery Silva-Murphy,HORECA,Class A,21,Wholesale,Credit 15 Days,28.976923,31.123474
2289,Market Owens LLC,HORECA,Class A,14,Kiosk,Cash,28.292186,31.351883
2290,Market Collier-Stewart,HORECA,Class C,26,Supermarket,Cash,30.136107,30.438953
2291,Grocery Stanley Inc,Traditional Trade,Class B,13,Wholesale,Credit 30 Days,28.422135,30.88966
2292,Market Snyder Marquez and Dillon,Traditional Trade,Class A,1,Mini Market,Cash,31.129165,29.364723
2293,Supermarket Sanchez-Gross,HORECA,Class A,34,Supermarket,Credit 30 Days,28.556286,30.578781
2294,Hypermarket Powers Ltd,HORECA,Class B,13,Kiosk,Cash,29.679659,29.858874
2295,Market Davidson Green and Morales,Modern Trade,Class B,5,Supermarket,Credit 30 Days,30.026678,32.622132
2296,Market Roman-Moore,Modern Trade,Class C,24,Supermarket,Credit 30 Days,27.562465,31.852295
2297,Market Jones-Berger,HORECA,Class B,2,Cafeteria,Credit 30 Days,27.332493,29.212725
2298,Supermarket Wells Inc,Traditional Trade,Class B,27,Mini Market,Cash,29.506035,32.906672
2299,Supermarket Wilson-Anderson,HORECA,Class B,26,Mini Market,Credit 30 Days,31.301363,32.217502
2300,Grocery Ruiz-May,HORECA,Class C,6,Wholesale,Credit 30 Days,27.278368,29.426502
2301,Supermarket Church White and Flowers,Modern Trade,Class B,14,Wholesale,Credit 15 Days,30.953189,31.194244
2302,Grocery Mcmillan Group,HORECA,Class A,35,Mini Market,Credit 30 Days,31.060517,31.026423
2303,Market Garcia-Boyer,Traditional Trade,Class C,11,Cafeteria,Credit 15 Days,30.50396,31.485092
2304,Hypermarket Anderson Group,Traditional Trade,Class B,20,Kiosk,Credit 15 Days,27.533215,31.061373
2305,Market Thomas Scott and Jones,Traditional Trade,Class C,10,Restaurant,Cash,29.795437,30.191731
2306,Market Logan PLC,Modern Trade,Class A,34,Restaurant,Credit 15 Days,29.838515,32.650807
2307,Supermarket Johnson Ltd,Modern Trade,Class A,20,Mini Market,Credit 15 Days,28.735771,32.97334
2308,Market Lee Harrington and Brooks,Traditional Trade,Class A,7,Cafeteria,Credit 15 Days,30.697487,29.304496
2309,Market Baker Ltd,Modern Trade,Class C,22,Cafeteria,Cash,31.150009,32.27168
2310,Supermarket Mcdaniel-Hunter,HORECA,Class B,12,Restaurant,Credit 15 Days,29.607855,31.668279
2311,Hypermarket Blanchard May and Thompson,Modern Trade,Class A,30,Kiosk,Cash,27.28339,32.065049
2312,Market Allen Wolfe and Olson,HORECA,Class C,5,Wholesale,Credit 30 Days,30.845992,30.062888
2313,Hypermarket Gibson Inc,Modern Trade,Class A,32,Cafeteria,Credit 30 Days,29.150575,29.79954
2314,Supermarket Thomas-Gilbert,Traditional Trade,Class C,18,Mini Market,Credit 15 Days,29.356894,30.550025
2315,Grocery Humphrey LLC,Modern Trade,Class C,20,Kiosk,Credit 15 Days,28.991758,30.106308
2316,Market Davis Group,Modern Trade,Class B,27,Restaurant,Credit 30 Days,30.477364,30.254249
2317,Market Graham LLC,Traditional Trade,Class C,6,Supermarket,Cash,31.393376,30.142389
2318,Market Bennett Inc,HORECA,Class B,20,Cafeteria,Cash,28.104852,31.4097
2319,Hypermarket Jones Caldwell and Crawford,HORECA,Class A,7,Kiosk,Credit 30 Days,30.779455,31.281431
2320,Market Combs Green and Lee,HORECA,Class C,34,Restaurant,Cash,30.4333,29.190788
2321,Grocery Contreras Bryan and Bruce,Traditional Trade,Class C,17,Mini Market,Credit 15 Days,31.312783,30.494131
2322,Grocery Hansen-Robbins,Traditional Trade,Class B,20,Wholesale,Cash,27.1051,32.094769
2323,Supermarket Cooper Inc,Traditional Trade,Class B,24,Wholesale,Credit 15 Days,28.705341,30.57386
2324,Grocery Montgomery Group,Modern Trade,Class B,8,Mini Market,Credit 30 Days,31.264639,31.134846
2325,Supermarket Jackson Crawford and Hunt,Traditional Trade,Class A,18,Kiosk,Credit 15 Days,30.464467,30.073878
2326,Grocery Peck-Nichols,HORECA,Class C,13,Supermarket,Credit 15 Days,27.848826,32.0145
2327,Hypermarket Rodriguez Ltd,Traditional Trade,Class B,32,Cafeteria,Credit 15 Days,28.237699,32.975269
2328,Market Martinez-Patterson,Traditional Trade,Class A,28,Cafeteria,Credit 30 Days,27.966661,32.224144
2329,Supermarket Carter York and Rodriguez,HORECA,Class B,21,Wholesale,Credit 15 Days,31.291865,32.583174
2330,Hypermarket Bailey PLC,Modern Trade,Class B,1,Kiosk,Credit 15 Days,29.180471,32.574348
2331,Hypermarket Diaz-Jones,Traditional Trade,Class C,13,Wholesale,Credit 15 Days,28.329092,32.125525
2332,Hypermarket Moore Inc,Modern Trade,Class C,12,Wholesale,Cash,27.998563,31.892913
2333,Supermarket Green-Smith,HORECA,Class C,11,Wholesale,Credit 30 Days,27.714866,29.091223
2334,Hypermarket Johnson Reese and Barnes,Traditional Trade,Class B,6,Restaurant,Credit 15 Days,27.72393,29.250656
2335,Hypermarket Larson-Oneill,HORECA,Class C,31,Cafeteria,Cash,29.076925,29.785216
2336,Hypermarket Stevens Jones and Foley,Traditional Trade,Class A,23,Kiosk,Cash,30.745921,31.2275
2337,Hypermarket Oliver-Thomas,HORECA,Class B,31,Kiosk,Cash,30.07005,31.012002
2338,Supermarket Davis-Harris,Modern Trade,Class C,7,Wholesale,Cash,30.643474,29.034559
2339,Hypermarket Medina LLC,Traditional Trade,Class A,16,Supermarket,Cash,28.88296,30.690037
2340,Market Mccoy-Mills,Traditional Trade,Class A,4,Supermarket,Cash,27.84668,32.769911
2341,Market Davis Perkins and Burton,Traditional Trade,Class A,6,Mini Market,Cash,30.919071,30.996095
2342,Supermarket Contreras-Crawford,Traditional Trade,Class B,20,Restaurant,Credit 30 Days,29.68375,29.884684
2343,Grocery Williamson Mann and Ray,Modern Trade,Class C,10,Wholesale,Cash,30.674612,30.015054
2344,Supermarket Holmes-Hawkins,HORECA,Class B,22,Supermarket,Credit 15 Days,31.109916,29.803864
2345,Grocery Walter Inc,Traditional Trade,Class C,10,Restaurant,Cash,29.997083,29.104428
2346,Grocery Black-Hendrix,HORECA,Class C,35,Mini Market,Credit 30 Days,29.191466,31.246284
2347,Supermarket Lopez Foster and Berg,HORECA,Class B,1,Cafeteria,Credit 30 Days,29.727601,30.803979
2348,Hypermarket Finley Harper and Schmidt,HORECA,Class C,11,Cafeteria,Cash,31.099378,30.917844
2349,Grocery West Ltd,Traditional Trade,Class C,1,Supermarket,Cash,28.405979,30.014606
2350,Grocery Paul Salinas and Bauer,Traditional Trade,Class B,4,Mini Market,Credit 30 Days,29.82423,29.985325
2351,Grocery Briggs LLC,Modern Trade,Class A,1,Cafeteria,Credit 30 Days,31.27022,31.339847
2352,Grocery Burgess-Nielsen,Traditional Trade,Class C,28,Restaurant,Cash,29.482071,29.189715
2353,Grocery Miller James and Obrien,Modern Trade,Class A,14,Wholesale,Credit 30 Days,28.591783,32.981684
2354,Supermarket Davis-Ortiz,HORECA,Class C,8,Supermarket,Credit 30 Days,28.950859,30.250406
2355,Hypermarket Bray Ltd,HORECA,Class B,33,Supermarket,Credit 15 Days,29.159716,31.997039
2356,Supermarket Valdez Jenkins and Rhodes,HORECA,Class B,6,Kiosk,Credit 15 Days,28.430543,30.641031
2357,Grocery Miller-Richmond,Modern Trade,Class B,18,Cafeteria,Cash,29.529246,32.468924
2358,Grocery Holmes-Adams,Modern Trade,Class A,20,Kiosk,Cash,29.746029,31.286968
2359,Hypermarket Cunningham-Burke,HORECA,Class B,1,Cafeteria,Credit 30 Days,27.134282,32.102707
2360,Grocery Michael PLC,HORECA,Class A,22,Kiosk,Credit 15 Days,30.309373,31.977394
2361,Supermarket Jones-Stephens,Traditional Trade,Class A,6,Kiosk,Credit 15 Days,28.414704,30.43922
2362,Market Moss Smith and Jefferson,Traditional Trade,Class A,1,Kiosk,Credit 15 Days,28.083721,32.043147
2363,Supermarket Gomez-Ward,HORECA,Class C,31,Supermarket,Cash,27.879466,32.139257
2364,Grocery Smith Pacheco and Weaver,HORECA,Class B,34,Kiosk,Credit 30 Days,30.938491,30.978039
2365,Market Garcia PLC,Modern Trade,Class C,13,Supermarket,Credit 30 Days,28.087675,29.269374
2366,Market Campbell-Rice,Traditional Trade,Class B,13,Mini Market,Credit 30 Days,30.397702,29.371717
2367,Grocery Schneider-Bradley,HORECA,Class C,1,Restaurant,Credit 30 Days,29.221047,31.391205
2368,Hypermarket Gibson Lane and Santiago,Modern Trade,Class B,1,Mini Market,Cash,27.548994,30.648117
2369,Market Mayer Raymond and Thomas,Modern Trade,Class A,13,Mini Market,Cash,27.816845,30.150836
2370,Market Anderson Ltd,HORECA,Class C,33,Cafeteria,Credit 30 Days,28.157183,30.200316
2371,Market Taylor-Baker,HORECA,Class A,13,Kiosk,Credit 30 Days,29.893591,29.209404
2372,Hypermarket Werner-Horton,Modern Trade,Class A,10,Wholesale,Credit 15 Days,28.305997,29.219424
2373,Hypermarket Schroeder-Price,Modern Trade,Class A,29,Cafeteria,Credit 15 Days,29.343445,30.070558
2374,Market Cooley Martinez and James,Modern Trade,Class C,26,Wholesale,Credit 30 Days,30.600722,29.242339
2375,Supermarket Arroyo-Valentine,Modern Trade,Class B,21,Supermarket,Credit 30 Days,30.690052,32.659223
2376,Hypermarket Kelly-Cowan,HORECA,Class B,16,Supermarket,Credit 15 Days,27.848982,31.732178
2377,Hypermarket Hardy Hill and Goodwin,Traditional Trade,Class B,14,Cafeteria,Cash,29.483149,30.876748
2378,Grocery Miller Rivera and Mendez,HORECA,Class B,3,Mini Market,Cash,27.757816,31.879773
2379,Grocery Vang Mcdonald and Garcia,Modern Trade,Class C,21,Mini Market,Credit 30 Days,27.004246,31.149153
2380,Hypermarket Kline Inc,Traditional Trade,Class A,5,Cafeteria,Credit 30 Days,27.377945,30.267371
2381,Supermarket Yang Adams and White,Traditional Trade,Class C,10,Wholesale,Credit 30 Days,28.164743,32.553508
2382,Supermarket Bautista Johnson and Hayes,HORECA,Class A,17,Restaurant,Credit 15 Days,27.52388,29.427311
2383,Market Wu Chapman and Haynes,Traditional Trade,Class B,3,Restaurant,Credit 15 Days,31.136359,30.760029
2384,Grocery Davenport-Tapia,HORECA,Class C,5,Restaurant,Credit 30 Days,27.116168,31.727551
2385,Market Rodriguez Baldwin and Quinn,Modern Trade,Class B,13,Mini Market,Credit 30 Days,27.812582,32.80975
2386,Grocery Roberts LLC,Traditional Trade,Class B,22,Mini Market,Cash,31.054399,31.311848
2387,Grocery Keith PLC,HORECA,Class C,25,Wholesale,Cash,31.34379,32.886324
2388,Hypermarket Vargas Beck and Ingram,HORECA,Class B,33,Kiosk,Credit 30 Days,30.422046,31.611877
2389,Market Reilly-Smith,Modern Trade,Class C,4,Cafeteria,Credit 30 Days,31.126584,31.628079
2390,Supermarket Rose-Willis,Modern Trade,Class A,11,Restaurant,Credit 15 Days,28.198486,30.234562
2391,Hypermarket Owens Vincent and Terrell,Modern Trade,Class C,12,Restaurant,Credit 30 Days,27.619896,29.643416
2392,Grocery Garcia Tran and Gordon,Modern Trade,Class B,20,Wholesale,Credit 30 Days,31.046799,31.301807
2393,Market Pierce PLC,HORECA,Class C,26,Cafeteria,Credit 30 Days,27.014077,30.022816
2394,Supermarket Price Williams and Donaldson,HORECA,Class C,24,Cafeteria,Credit 30 Days,28.684214,29.680961
2395,Supermarket Edwards Group,Traditional Trade,Class A,17,Supermarket,Credit 30 Days,28.993111,31.708744
2396,Grocery Barnes-Davis,Traditional Trade,Class B,1,Wholesale,Credit 15 Days,28.164173,31.443466
2397,Grocery Johnson Cook and Barnes,HORECA,Class A,24,Supermarket,Cash,28.264607,31.153106
2398,Market Abbott Group,Traditional Trade,Class B,16,Mini Market,Credit 15 Days,28.57016,30.015922
2399,Market Hendrix Ltd,Modern Trade,Class B,19,Restaurant,Credit 15 Days,29.215487,31.699147
2400,Supermarket Spencer-Clarke,Modern Trade,Class A,6,Cafeteria,Credit 15 Days,28.710882,32.116006
2401,Hypermarket Rose-Matthews,Modern Trade,Class A,13,Supermarket,Cash,27.958457,29.449551
2402,Grocery Jackson and Sons,Traditional Trade,Class B,10,Supermarket,Credit 30 Days,27.294161,30.520758
2403,Market Irwin-Ramsey,Traditional Trade,Class A,11,Cafeteria,Cash,29.974181,32.387684
2404,Grocery Hernandez Inc,HORECA,Class B,8,Mini Market,Credit 15 Days,30.999592,29.775926
2405,Market Hernandez-Fitzgerald,Modern Trade,Class B,21,Mini Market,Credit 30 Days,31.33657,31.708911
2406,Grocery Middleton-Evans,HORECA,Class B,1,Wholesale,Credit 15 Days,30.686765,29.96237
2407,Market Williams Group,Modern Trade,Class A,5,Cafeteria,Credit 30 Days,27.794873,29.273583
2408,Market Snow Group,Traditional Trade,Class A,7,Mini Market,Cash,27.244783,30.432705
2409,Market Sanchez Ltd,HORECA,Class C,25,Cafeteria,Cash,27.131244,30.436037
2410,Supermarket Clay-Jordan,Modern Trade,Class B,7,Mini Market,Cash,28.498811,30.144915
2411,Hypermarket Oneill Group,HORECA,Class C,2,Restaurant,Credit 30 Days,27.637315,29.817357
2412,Market Jones Lopez and Ramirez,HORECA,Class C,25,Mini Market,Credit 15 Days,30.247058,31.255866
2413,Hypermarket Henry-Washington,Traditional Trade,Class C,21,Kiosk,Credit 15 Days,31.35547,30.24471
2414,Supermarket Fisher Jordan and Keller,Traditional Trade,Class C,10,Mini Market,Credit 30 Days,29.002856,31.419444
2415,Market Fisher Thomas and Bullock,HORECA,Class B,15,Supermarket,Credit 30 Days,27.298109,31.380861
2416,Supermarket Russell-Jones,Modern Trade,Class B,35,Mini Market,Cash,29.090859,29.292945
2417,Hypermarket Rush and Sons,Modern Trade,Class C,25,Restaurant,Cash,29.229142,30.171516
2418,Grocery Landry-Sims,HORECA,Class B,13,Cafeteria,Credit 30 Days,31.493269,32.183991
2419,Supermarket Guerra-Hodge,Traditional Trade,Class B,33,Mini Market,Credit 30 Days,29.334713,29.975356
2420,Supermarket Martinez Hill and Hernandez,Traditional Trade,Class C,27,Mini Market,Credit 30 Days,31.06397,32.48546
2421,Hypermarket Schwartz-Jacobs,Modern Trade,Class A,22,Kiosk,Cash,29.852493,30.626396
2422,Market Reese Group,Traditional Trade,Class B,23,Supermarket,Credit 30 Days,29.42468,30.862076
2423,Supermarket Hawkins Rodriguez and Silva,Modern Trade,Class B,28,Kiosk,Cash,28.389848,30.822479
2424,Hypermarket Cruz-James,Modern Trade,Class C,11,Mini Market,Cash,29.867387,31.89269
2425,Grocery Blackburn-Knox,HORECA,Class C,7,Supermarket,Credit 15 Days,27.233444,29.578297
2426,Market Romero LLC,HORECA,Class B,30,Mini Market,Credit 30 Days,30.509382,30.234269
2427,Grocery Patterson-Miller,Traditional Trade,Class A,28,Kiosk,Credit 30 Days,27.588151,29.190999
2428,Supermarket Preston-Garrison,HORECA,Class A,13,Wholesale,Cash,27.725119,31.745061
2429,Grocery Lopez-Medina,Traditional Trade,Class A,19,Supermarket,Cash,28.624659,29.325945
2430,Hypermarket Haynes Inc,Traditional Trade,Class C,9,Restaurant,Credit 15 Days,30.83665,29.368521
2431,Grocery Calderon Collins and Farmer,HORECA,Class A,32,Kiosk,Credit 15 Days,30.048945,29.497229
